ID,sentence_1_vie,sentence_2_viet,score
ENG-train-1688,"Trò chơi này được chơi với nhiều hình thức khác nhau, sử dụng 52 lá bài, bao gồm cả poker thẳng và stud.","Trong trò chơi bài Stud Poker, một số lá bài của mỗi người chơi được đặt lên bàn để những người chơi khác có thể nhìn thấy.",0.62
ENG-train-1689,@realDonaldTrump Tôi đến từ Vương quốc Anh và tôi tin rằng @realDonaldTrump sẽ là một nhà lãnh đạo THẾ GIỚI tuyệt vời.,Tôi rất muốn Donald Trump thắng cử tổng thống. Ông ấy không thể bị mua chuộc như những người khác. Và ông ấy luôn kiên định với lập trường của mình.,0.62
ENG-train-1690,S/2004 S 13 là một vệ tinh tự nhiên của Sao Thổ.,"Fornjot, hay Saturn XLII, là một vệ tinh tự nhiên của Sao Thổ.",0.62
ENG-train-1691,Năm 2023 sẽ là năm thường niên bắt đầu vào Chủ nhật theo lịch Gregorian.,Năm 1600 là năm nhuận bắt đầu vào thứ Bảy và là năm nhuận thế kỷ theo lịch Gregorian.,0.62
ENG-train-1692,"Nghiên cứu cũng cho thấy các nhà quảng cáo hàng tiêu dùng tiếp tục chi tiêu nhiều nhất cho quảng cáo trực tuyến, chiếm 35% tổng quảng cáo trên web.","Trong quý thứ hai, các nhà quảng cáo hướng đến người tiêu dùng tiếp tục chi tiêu nhiều nhất cho quảng cáo trực tuyến, và thị phần của họ tăng nhẹ.",0.62
ENG-train-1693,"Không nên dùng nước để dập tắt đám cháy cerium, vì cerium phản ứng với nước tạo ra khí hydro.",Cerium ít được sử dụng làm kim loại vì nó phản ứng nhanh với không khí và bị xỉn màu.,0.62
ENG-train-1694,Cổ phiếu châu Á tăng điểm sau hàng loạt dữ liệu tích cực.,Các thị trường châu Á tăng điểm nhờ dữ liệu việc làm tích cực từ Mỹ.,0.62
ENG-train-1695,"Thứ hai là một bộ từ điển nhiều tập, được biên soạn theo các nguyên tắc tương tự như Từ điển tiếng Anh Oxford, có tựa đề là Svenska Akademiens Ordbok.","Từ điển thứ hai, có tên là Svenska Akademiens Ordbok, đồ sộ đến mức cần nhiều cuốn sách để xuất bản, giống như Từ điển tiếng Anh Oxford.",0.62
ENG-train-1696,Tôi tự hào tuyên bố rằng tôi ủng hộ #HillaryClinton!!!!,"@lbush34 @HillaryClinton Tôi chỉ đang bênh vực cô gái của tôi, Hillary!",0.62
ENG-train-1697,Có lẽ bạn có thể tìm kiếm trên Google hoặc một công cụ tìm kiếm khác.,"Nhập ""yugioh pharoah"" vào ô tìm kiếm Google và xem hình ảnh.",0.62
ENG-train-1698,"Hiện nay, nó là một phần của Lãnh thổ Nunavut, Canada.",Lãnh thổ Tây Bắc là một lãnh thổ liên bang của Canada.,0.62
ENG-train-1699,"Tôi rất thích toàn bộ ý tưởng về Amaranthe, một cựu tay sai của cảnh sát, và cách cô ấy có thể làm sáng tỏ những bí ẩn của Sicarius.",Amaranthe quả thực đang chơi với lửa khi đối đầu với Sicarius.,0.62
ENG-train-1700,Trẻ em đang chơi ở công viên nước ngoài trời.,Trẻ em chơi bóng rổ trên sân ngoài trời.,0.62
ENG-train-1701,"Nhưng Suzume vẫn đang vật lộn với nỗi đau buồn, sự tức giận và nghi ngờ về vụ thảm sát khiến một nửa gia đình cô thiệt mạng.",Suzume đã chứng kiến ​​cha và người anh họ của mình qua đời.,0.62
ENG-train-1702,"Năm 1940, Ellis trở thành thành viên của MAUD, một tổ chức đang nghiên cứu khả năng sử dụng phản ứng phân hạch hạt nhân để phát triển các loại vũ khí mới.","Trong Thế chiến II, ông đã nghiên cứu khả năng sử dụng phản ứng phân hạch hạt nhân để phát triển các loại vũ khí mới.",0.62
ENG-train-1703,"Hillary muốn trở thành người bảo vệ quyền lợi của phụ nữ, trừ những người chưa chào đời.","#Hillary, Đây là một người theo đạo Cơ đốc mà quan điểm tôn giáo của bà ấy sẽ không bao giờ ""thích nghi"" để bao gồm cả phá thai. Phá thai là giết người.",0.62
ENG-train-1704,Ga tàu điện ngầm Warren Street là một ga thuộc hệ thống tàu điện ngầm Luân Đôn.,Nơi này kết nối với ga tàu điện ngầm Euston và gần ga tàu điện ngầm Euston Square của hệ thống tàu điện ngầm London.,0.62
ENG-train-1705,"Hay, nhưng không hay bằng những cuốn sách khác của tác giả.","Nhìn chung, đây là một cuốn sách hay.",0.62
ENG-train-1706,Các tác phẩm dành cho dàn nhạc của Shostakovich bao gồm 15 bản giao hưởng và sáu bản concerto.,Shostakovich nổi tiếng nhất với 15 bản giao hưởng và 15 bản tứ tấu đàn dây.,0.62
ENG-train-1707,Đồng ý với việc lựa chọn phương án tử hình nếu tính mạng người phụ nữ gặp nguy hiểm. Nhưng nếu là trường hợp hiếp dâm - liệu đứa bé có đáng phải chết vì tội ác của cha mình không? @HelpBillColeman,Quyền được sống phải là quyền hàng đầu trong số các quyền con người - Đức Giáo hoàng Phanxicô - Youthgen,0.62
ENG-train-1708,Hai con chó đeo vòng cổ đứng ngoài trời trong nước ngập đến ngực.,"Chú chó đen trắng đang ở ngoài trời trong vũng nước bùn, miệng ngậm một cành cây.",0.62
ENG-train-1709,Một cao bồi cưỡi ngựa đang tham gia cuộc thi rodeo và cưỡi một con ngựa rất hiếu động.,Các chàng cao bồi đang dùng dây thừng bắt những con bê non tại cuộc thi rodeo.,0.62
ENG-train-1710,"Do đó, các mặt hàng nhập khẩu này không thuộc diện áp dụng các biện pháp chống bán phá giá.","Do đó, các biện pháp chống bán phá giá không thuộc phạm vi của các biện pháp chống bán phá giá.",0.62
ENG-train-1711,"Sau đó, Daft Punk thông báo về chuyến lưu diễn vòng quanh thế giới mang tên Alive 2007.","Đầu năm 2006, Daft Punk đã công bố kế hoạch cho một loạt các buổi biểu diễn đặc biệt vào mùa hè.",0.62
ENG-train-1712,"Sloan là người thích kiểm soát mọi thứ, còn Dex lại mang đến sự hỗn loạn cho cuộc sống của anh ta, thế nhưng Sloan vẫn không thể không thích Dex.","Nhìn chung tôi thích câu chuyện, mặc dù tôi không thấy mối quan hệ giữa Sloane và Dex thuyết phục lắm.",0.62
ENG-train-1713,"Còn có những nguồn thu nhập khác, nhiều hơn thế nữa.",Anh ấy còn có rất nhiều nguồn thu nhập khác.,0.62
ENG-train-1714,Daft Punk là một bộ đôi nhạc điện tử gồm hai nhạc sĩ người Pháp Guy-Manuel de Homem-Christo và Thomas Bangalter.,"Ban nhạc gồm hai thành viên, Guy-Manuel de Homem-Christo và Thomas Bangalter.",0.62
ENG-train-1715,Cinder và Ella là hai người em gái ở giữa trong một gia đình sáu người từng rất hạnh phúc.,"Sau khi Cinder nhận việc ở lâu đài, Ella có nhiệm vụ chăm sóc gia đình.",0.62
ENG-train-1716,Đây không chỉ đơn thuần là một cuốn tiểu thuyết về thây ma.,Tôi cực kỳ mê tiểu thuyết về thây ma.,0.62
ENG-train-1717,Chúng ta có bổn phận bảo vệ sự sống của một đứa trẻ chưa chào đời. --Ronald Reagan #ccot #gop,@hillaryclinton - Tôi đoán điều này có nghĩa là bà hài lòng khi tôi ủng hộ quan điểm bảo vệ sự sống vì tôi chưa bao giờ phá thai bất kỳ đứa con nào của mình? #đạođức,0.62
ENG-train-1718,Kẻ đánh bom tự sát giết chết 9 người tại một cuộc mít tinh chính trị ở Pakistan.,Kẻ đánh bom tự sát giết chết bảo vệ tại đại sứ quán Mỹ ở Thổ Nhĩ Kỳ,0.62
ENG-train-1719,Lâu lắm rồi tôi chưa xem lại bộ phim đó.,Tôi vẫn chưa xem bản gốc.,0.62
ENG-train-1720,Phim được phát hành vào đêm Giáng sinh năm 2007.,Có sẵn trên iTunes và các trang web khác vào đêm Giáng sinh.,0.62
ENG-train-1721,Đôi khi mối liên hệ giữa bản dạng giới và vai trò giới không rõ ràng.,Giới tính hay bản dạng giới là cách một người cảm nhận bên trong mình.,0.62
ENG-train-1722,"Nằm ở trung tâm Bury St Edmunds là tàn tích của một tu viện, được bao quanh bởi Abbey Gardens, một công viên.",Nhà thờ Bury St Edmunds được xây dựng khi Giáo phận St Edmundsbury và Ipswich được thành lập vào năm 1914.,0.62
ENG-train-1723,Hãy làm theo hướng dẫn và đọc chúng.,Hãy đọc cuốn sách đi.,0.62
ENG-train-1724,Hai người đang đu dây trên vách đá.,Một người leo núi đang di chuyển trên thang dây giữa các vách đá.,0.62
ENG-train-1725,"Rushville nằm ở vị trí , dọc theo sông Flatrock.","Rushville là một thành phố thuộc bang Indiana, Hoa Kỳ.",0.62
ENG-train-1726,"Tùy thuộc vào người đó, bạn có thể thì thầm vào tai anh ta.",Hãy hôn lên cổ và tai nàng. Nàng sẽ thì thầm những lời yêu thương với bạn.,0.62
ENG-train-1727,Tình yêu đến khi bạn ít ngờ tới nhất.,"Rồi bạn sẽ tìm thấy tình yêu thôi, chỉ cần bạn chịu khó tìm kiếm.",0.62
ENG-train-1728,@realDonaldTrump Tôi đến từ Vương quốc Anh và tôi tin rằng @realDonaldTrump sẽ là một nhà lãnh đạo THẾ GIỚI tuyệt vời.,Các chính trị gia đang phá hoại nước Mỹ. Chúng ta cần nhiều người như @realDonaldTrump ra tranh cử.,0.62
ENG-train-1729,Daphnis là một vệ tinh bên trong của Sao Thổ.,"Fornjot, hay Saturn XLII, là một vệ tinh tự nhiên của Sao Thổ.",0.62
ENG-train-1730,Hearken của Veronica Roth 2/5 sao Tôi nghĩ cuốn sách này bị lỗi vì quá ngắn.,"""Hearken"" của Veronica Roth là một khởi đầu tuyệt vời cho tuyển tập truyện ngắn ""Shards & Ashes"".",0.62
ENG-train-1731,"Sam và Jared cũng thuộc hàng cặp đôi ma cà rồng yêu thích của tôi, ngang hàng với Cat và Bones...",Sam và Jared quả là một cặp đôi hoàn hảo.,0.62
ENG-train-1732,"Nếu bạn bầu cho Hillary thì bạn là kẻ ngốc, bà ta và Obama là hiện thân của những điều sai trái trong đất nước này #Benghazi","@realDonaldTrump ""@HillaryClinton thậm chí còn không quản lý nổi @billclinton mà lại muốn làm @POTUS"" #lol #WakeUpAmerica #StopHillary2016",0.62
ENG-train-1733,"Trò chơi này được chơi với nhiều hình thức khác nhau, sử dụng 52 lá bài, bao gồm cả poker thẳng và stud.","Trong thời kỳ Nội chiến Hoa Kỳ, nhiều trò chơi mới đã được thêm vào, bao gồm cả bài poker Stud và Straight.",0.62
ENG-train-1734,Một cô gái mặc bikini đứng bên bờ biển.,Một người phụ nữ mặc bikini đen nhảy xuống nước.,0.62
ENG-train-1735,"Câu chuyện dân gian vùng Caribbean này được biến tấu độc đáo, dễ đọc, với diễn biến nhanh chóng dẫn đến cao trào gay cấn.",Đó là một câu chuyện hay với nhiều yếu tố văn hóa dân gian vùng Caribe (một điều mà tôi chưa từng đọc trước đây).,0.62
ENG-train-1736,"Từ đó, mọi thứ dần trở nên khó hiểu với một mớ hỗn độn mờ mịt mà chỉ có tiểu thuyết của Gene Wolfe mới có thể mang lại.","Không khó hiểu như những cuốn sách khác của Gene Wolfe, nhưng vẫn có đủ những câu đố để khiến bạn tự hỏi điều gì là thật và điều gì không.",0.62
ENG-train-1737,Kết thúc cuốn sách này khiến tôi vẫn chưa thỏa mãn.,Cách kết thúc của cuốn sách khiến tôi muốn đọc ngay cuốn tiếp theo.,0.62
ENG-train-1738,"Michael Jackson từng kể một câu chuyện cười ""gõ cửa"".","Đây là một bài hát của Michael Jackson: Cốc cốc, ai đó?",0.62
ENG-train-1739,"Mặt khác, phe Lojban lại tự do mượn các thuật ngữ ngữ pháp từ chính tiếng Lojban.","Vì không có quốc gia nào mà tất cả mọi người đều nói tiếng Lojban, nên không ai sinh ra với một cái tên bằng tiếng Lojban cả.",0.62
ENG-train-1740,Flory là một nàng tiên trẻ đầy cá tính.,"Nàng tiên nhỏ Flory đang lớn lên, học hỏi về bản thân và thế giới xung quanh, và cô bé rất mạnh mẽ.",0.62
ENG-train-1741,"Theo loại này, ""Miel de Corse"" / ""Mele di Corsica"" có thể khác nhau về mùi thơm, mùi thơm và vị.","Tùy thuộc vào nguồn gốc thực vật, nó được đặc trưng bởi sự đa dạng về mùi, hương vị, vị và màu sắc.",0.62
ENG-train-1742,Tôi thích cuốn này nhưng cần nhiều thời gian hơn để nhập tâm so với những cuốn khác.,Tôi thích nó hơn cả mong đợi.,0.62
ENG-train-1743,Xạ trị được sử dụng trong điều trị ung thư vú di căn.,Ung thư vú di căn là ung thư vú đã lan rộng ra ngoài khối u ban đầu.,0.62
ENG-train-1744,"Như tôi đã nói, lời khuyên tốt nhất là nên cho mọi việc thời gian.","Nhưng như tôi đã nói, lời khuyên tốt nhất là THỜI GIAN.",0.62
ENG-train-1745,Mùa bão Đại Tây Dương năm 1890 kéo dài suốt mùa hè và nửa đầu mùa thu năm 1890.,"Mùa bão Đại Tây Dương năm 1890 là một trong những mùa bão ít hoạt động nhất, chỉ có 4 cơn bão.",0.62
ENG-train-1746,"Hệ thần kinh tự chủ sau đó được chia thành hệ thần kinh giao cảm, hệ thần kinh phó giao cảm và hệ thần kinh ruột.","Tuy nhiên, hệ thần kinh ruột có thể được xem như một nhánh thứ ba riêng biệt chứ không phải là một phần của hệ thần kinh tự chủ.",0.62
ENG-train-1747,Nhẹ nhàng ôm lấy cổ nàng và hôn lên sau tai nàng?,"Nắm tay, hôn nhau, hôn sâu hơn, và thế là xong.",0.62
ENG-train-1748,"Trời ơi, khó quá! Mà mình lại là học sinh giỏi nhất lớp.",Tôi tóc vàng và là học sinh giỏi nhất lớp.,0.62
ENG-train-1749,Vùng Dumfries và Galloway bao gồm nhiều tiểu khu và các hạt cũ.,Dumfries and Galloway là một khu vực hội đồng ở tây nam Scotland. Khu vực này bao gồm ba hạt:,0.62
ENG-train-1750,"Bà Duval đã cắt đứt quan hệ với con gái Caroline, mẹ của Evelina, và không hề thừa nhận sự tồn tại của Evelina kể từ đó.","Bà Duval đã rất tức giận với con gái mình là Caroline, mẹ của Evelina, khi cô bỏ trốn cùng ngài John Belmont.",0.62
